customer_id,articles
78b3c2739a8daebcb1574faa637138691ddf0841b07417549361dc062b965a23,"[570003002 866065001 866065001 866065001 892857005 892857005 813557011
 816794001]"
7929fd9556494ba1a41779c24c828f3341daa9f7230088e5290ba893e82403bf,[852584001]
7958a11eb88da346e9b11aa0aea17afa52bb5eef75fce772920a5f4e672370ca,[635164009]
79793b86749e6f3c93dad00f93c0a8cae6fd1406474b60dcc1d3a21f2be1c647,[915526001]
798c4653a157df483e1ae44f2dbc0abcfb5adce289d5d8908f456a92d220c19b,[570319054]
79c49f80afd312b0ab561b81f8f2683aedadaeca19c173a34a71e2cc75841aeb,[868874006]
7a082c59f1c01570a8b8d8f607ccc037a102404cf94a37aad4961ea7e1d841e0,[736923010 810557001 748355003 736923010 810557001]
7a0aa32e29e03a2344e8fde0f622fa42f58939f3ffd9f9548ea2629ddfffd406,[918516001 250099002 806388001]
7a5ec2beabafe3dafe33ca7fc9abba1c83d3ddfcf6b6b394eb038de155477c30,[881577002]
7a959a6cae4097b7cc70a720e0a1921c0f0e7a3a734163d27f239bb109d68ebd,[760084003]
7b317fbf19db8c34ef811e45a5dcf7a6ea422104d14e53dade5053b017fbac29,[768921001 768921001 768921001 768921001 768921001 768921001]
7b81c8a5858890e5259cd0eed3607d0c022b19a69421feac0483a04cca27487f,[913048001]
7bbf8a3c6b563b492e523fb375630080162a90581beca798eac89465ebcc0c42,[882899012 843597002 885077001 874754008]
7bd86dec67f26157292a2718657fb1e663821a5308d9bcbc72ff617713fc740b,"[907188001 717490064 823359005 640021024 923755002 906293002 857924010
 640021012 885543003 640021024 906293002 929744001]"
7c1ae00e54b235fabb704f5443ac25e957ef60f4f467c837193f423ade81f216,[917606001 885951001 903824002]
7c3c09a9e6e8bb7727d6904632d9d4bb6ec44177b52da5699794c277ffb6210b,[921380001]
7c410aabe5a15924796cccd5703e6106efc41015b3b36e45fdfd32afe166c872,[552716001]
7c60fb196a009f85a13c4f57a07f8bd8ea0458351c2f8dd8fc8e69ce08b276ad,[813557011]
7c8b2cb5f6c58d859c6528d52d7a34c94a6ea1180c7e5b5a9802442f8b88d12f,[803685001 912204001]
7cdca135962545354dd5a51dec589c60c34bc8b12394748b5de6bcf1fdfc211b,"[837249012 464927027 871243002 928892002 869331002 918593001 737221008
 707269003 707269011]"
7ced9764156daf09b1421e8b06d9809d3a32404ace191e8891c827fcc53ee784,[767423011 905914002]
7cf37c14abe4be770b7148b674ad6c1d21c83396dcfbc9c45b8d48ff503518db,[640542002 640542002]
7d1cd90ab182b2d93eea3c11c269466d56aca5979e58c030e765f2d039a646dd,[894681001 862325002 904671001]
7d34aeaa0084816ff0cbb17234a9eaa0320881bbf242fa5d36fbb464791e05f9,[918640001 918640001 933476001 933476001]
7d61358c1d1506d2866f2df936c657719dad52907f8ada911e36a57af103127c,[715624010 715624013]
7da1cea3011e5eb2fb68b4ac7b706473c47e8b41496c795f3061adfab63169c4,[888457003]
7dadfcb998b43d97911e77936d6b7ca196450ed83a06be27a83a8ecd1c76320a,[768912001 768912001 768912001 768912001]
7daeef599c7e3e3884c5b04b6d2c62923cf92d56be08e98945e876aaaa42af7f,[743616001 882882002]
7dcf085830e723b4948ec2d2ac26f3b6c51dbecddf5bf377ed6162b390ebe26d,[758266002]
7e12b91f5cf6aeb8b3e40912036409d7da9683c40b0e075cc74c069b6bc20598,"[832473005 898596007 714790020 898596004 832473003 907696004 898596002
 878756001 824079001]"
7e1655a7fc54ce767a9ac11a95ada3585a3f4c4fdeaf6c971dd0f28840107a50,[786978007]
7efda77c14ef3196f1096b28126649f43b0643a05f65add4dc5d8cd535ce5610,[899002003 816166011 816166010 899002002]
7f2d360afb948f2ab124b26b3e1fbce276422626ed21f0585d2f9a0c14f27f36,[556539036 669091036]
7fe12809b14a4820dc100a1a9f23c95927a8611ec0ceb8c5128dc9a6babe9cef,[820613001 863583001 700758001 801447001]
7fe4e5d4192ff12ff1cdcc1b6726fad83bf0e8629a688c17d4c7d57d84502a55,[891591003]
802a0483754f26bacfe7ee887dd1fe286ba5178f7cf784ef7933f46e10f92b3f,[914441005 781613006 706016001 706016019]
80903e4f9c937fbd36a8dcf5beb3d3790b272cf35b468c5a9ac3d671b2b439e2,[783346023 783346001 783346032 901330002]
8094854db51df4cfe453b13a9a8cb3ffb2b0c5ef96ea53a0e5497a1b71d7488e,[900800001 902012002 900799002 917768001]
8156728ebb71b48b86edaa7f4140d1e23ac54d7f1e4ee5684613f0c637016578,[756322001 902023001]
81ae9aa8b7997e7927233bab373cab2b0e2954a3929ccdedddde747bab503541,[796210001]
81b1b547793dc633a54813233591ec63ad795cbbeafb27259fc3a080ff0a05cf,[905811003 903473003 869473003 842000008]
828861ba6761d9d9da60d7979bffe2d0e9db05e0ba6985b1ee7c76c11cbddb08,[820827001 930058001]
830afca7351fc9bffa499eb769c07832cf4dd2fb3d1905e238a839e00faae240,"[740922001 740922001 861778001 809961007 924606002 899499007 720125007
 899499004 878601001 894956006 863587003 829308001 791587015 924606002
 596400027 572797056]"
83174ce2d9f479d8d432ade5240bd03663393ea81e377cd31b0b2c0e127da07e,[160442007 265630004 266875001 373506001]
833e9dae8124edfb547f2bef47a16cdfc6f1408be95806ff16b1dcd7fde48f49,[685814001 685814003]
836b5e0b40599e09367ea047a1757d5ad4dd121cd15ebad4d9deb4083788978b,[885465007]
83ceffd82204af91d84797a201f166f274d5b4f58f23f3188a15b5f6e4c62811,[803118001 903926001]
841b69d7eeac3f5bc0cf85b3ba26c19934d8e6bb17d9c600ae41a281cfc34445,[827635002]
84425f001a1adc0fc99fa253db06af948e46bc4b9d9205600409934c7f32c771,"[677930037 762846031 762846027 871527002 909869002 914886003 803757012
 803757014 857163001]"
845c5a433f610b60c927b7f4cf827558c1e4032563a636e6e9288c956dd1aa75,"[905945001 929744001 909920001 935689001 936622001 933989002 935892001
 933989001 800691008 800691007 784926001]"
84bf2f10333e118e93a9e0b98188a32c3cb0f4d83ac223e115765147946b854f,[816602004]
84dbad4bf9c33f7bf574db5bdef40b6afc809cc65935ef7ffa3ff5660b95290f,[824490006]
84e4960e31c68347892ff7a52c9cc4cd4407ef4d60d2eeed02b306df6d632d34,[794321011]
863053c11da7754fec8a09ce81b84656b9b3aa4144f1794d00edbcfce146ecc3,[930058002 582245001]
86317832092e92e4f20d004c86bae22ae407ef3a530bf46392e6d4e71793831a,[906305002]
86546bb23dbd3ba509443d4044e85beae6e4ac335910f5ab3e48f218b775ccb2,[562245046]
86ae74aa49995baf4f7ae4a9f51a4834d1f96b75a75cfe370a683293f39c9ace,[711053003 711053003]
86beaa42d40c86ea3d2e3f87a3695ccba51adb61abaf5a9c2615a9d32b9f2e9b,[908081004 179208001 905945001 905945002]
881c2471dde865234dd3b80262d1b5fb1c3772473248211de66d2f98f704a5ae,[721266001]
888d5434fce6ee2b1bf164057084adda3ba3bb43c149c0531dd49cbe51b36474,[903790001 822158003 911214003 932243003]
88d5245a0c7ca997b60e52df9dbcf65a2f966a0c3d04b3144d37368c5e8e6019,[874035010 902388002]
88fb7716a900c2921585b26200eeb85e801c71cb7fae4c71b0f62d75ad593490,[754792004 774040007 774040001]
88fee05f52e052262b5ffdf139af27f4d3462c0f67a710699b640652d790a572,[456163086 456163083]
899bee5656eadf8f3589387941d189b1d9931ca8532fc97c090fefd56f04cc8b,[495685007 767153002 854020005 758276005]
89c59f191f9a0d6a61f2443dc13643e4d48b20ce3f64601abb05da2549723965,[901318001]
89cce1d13ecf18b8784d360482cd38fc64ac462e4ac0451f3c8e6e790631f2d4,[694848016 794494003 833548001]
89e7dfbda57e7ec1009481af36f6adb559e3cef477a388e86adb0dc52f994f35,[655784001 873678001 872393002 744272002 852584001]
89f0b41e765b49f71b26cf075077c6b4de6e28ebab7b47a0d2ac2f1060aadd86,[909630001]
8a1aabf8d2ee4242f2273f7b45e75e6eaeaa834905380ea2f43b9bbe09c138cb,[878190003 818754007 797988002]
8a3b4f609f5e8cac40fd99a10c4e56a3c39e216b342a4416593252a6a6e8d4d7,[611415001 890074001]
8ab633a7d0817c235a36686886286e7566d4e10f06a3494785704240504ebb17,[825437009]
8af5bd9ced4e9060b646dfa5202b7029ea451edd5383bfa9deb529744da60dca,[873158008 614854005 610776074]
8b09d0d7e6f763f3073e3f3b6103397e65e6086dd7a116e10f0812afaf3c3e9e,[918944001]
8b2f5a55ad22253ef43e2828697f8801393c4cf7ce271425554098f300fa2fc3,"[933963001 887659010 758034030 880481001 903918001 372860002 880481003
 749974001 903851001 372860001 898195001 818754004]"
8c3c3e02eab6a4db207edbc1eae84d26d4a82284451192bb5aab574f81e08aca,[486639003 486639012]
8dfebf70f2ca408594b0cf8e6b76238e0642693cbd4ecd78e339e221b10e6171,[929745001 933989001]
8e1c4afe878bc5aeff3c2d8882bfc7dbffef65df9e3d940f0f933039efc8d91e,[902518007 677930037 902518003 902518001 677930037 836142003 579541086]
8e4326824353c1d0e52fe2fa346c3021dcaadae5579769e4c830d869926be7db,[806388002 806388004 806388001 806388018]
8e67ba42fcc258fd3008ca775916287a270b5688fc7b7e269b55924b9c63132b,[918547002 904201002 865926002]
8e8fe1f9ac795b2eeb95f3b53d954a6d978a36904a1d1f570223f681b599f042,[909914002 892983001 804992017 678707005 769748014 730683052]
8e9e03f6d123ba1f49856fc951f9020683a792ea350e28ed83234f76aeeddd5d,[900263001]
8eedc5a1bc7b88287f3c0ae8c053a26bae4ece8b11ce3ca1842cb11fde0748ea,[781758004]
8f05272b82c7328f71fc66dda194c2349fc22561a8750f90fb7268d112e7a0bc,[926166001 926166001 935689001 935689001 935092001]
8fb20b720b0676d05ab739000443435b70ba7b95e6261e5d69fd128c0adc2447,[923569006]
9059fd667e2b0f2ad32ff77a73f0b35877b636f8bfb48ab05a799c5a83128473,"[715624002 911072001 775414001 837249012 300024058 764919001 775414001
 300024058]"
90c5e822396910e2f26b6152e0e265c4eac93c42c571f3efcc728db800ec572f,[873276001 914441001]
911321c2b9a2a707c0d111bf16fe9fc001393dda13ff1c93a3b4b7979d7edfc1,[781833008 904260002]
915575e0008271aa9745ba1dd9abd04c0894d93affa42af6ff05c7acb681308b,[399061026 399061026]
915c7aa6d9840cab1ad3847a8eaad2f4c299d4e6116745d07ef5a772bdf17c69,[889016001 827635002 827635002 873771002 873771002 787884003 884319005]
91ac612707785184c1d41caf73a0f70a37ea9664f43b6d0b5cd26f8840554fbc,[918171003 918171001]
91c927056f784a3652b2688a007d44fe39ac9067e07c570297d6ae37996d5ff4,[908081003 907613001 874891006 874891001 916926005]
9214021378dff241e0cca1d80386695cb14956c4e0e1fcd8eb88417c86185bb5,[755754001 706016033]
924c4dc5b94882937ef6cb4e28e8bd26f5d7e7626cf45969fb5aab47036db6fd,[919499007]
925f4a515fdf062fe82d1bfa1cb40f4b7113703be904789d7969d5971dc75c89,[568597006 568597006 568601006 568601006 901782001]
92e8f2c9a9d56f2e461dc7155ccc2458d50f24535ced18d9522a4a8f663febcc,[730683050 805000007 851094001 851094008 852584006]
93eceed501b5f2814b0bf4237607c39edb90773c9482c7559bbf259bad4986c8,[611415034]
93fa113a8e2b8918ef110bd5065155c92406df3aa7703eb2e0e2b727eca41788,[831968001 895477001 898889001]
950a539335d39a0a4dd11ed05c55ecb2f75dc8e4c74b0f75e02981e44ac3edd7,"[694848010 708740018 857778011 863644004 877537001 763275024 886367004
 564358061 758034001 874196003 688728023]"
957f9bfe0c33c7047678c19c51ef0b6ea63e8e39b4e7798116249cacd9817b05,[448509014]
95d75004b01fb077845ac9c3c83507fd7733fd5fde6c03f12fed6e199d31eaa8,[918171001]
961ce7cc75f49dbef8f5cb55e33bece1edfac0bf94227b9b20c552c06986e232,"[863583001 863583001 919365008 911870002 911870002 751471001 751471001
 448509001 640021023 897054003 897054003 908081003 886566001 870328003
 907149004 908081003 908081003 921732001]"
964243fc85ee8e2c8eadb4089c8a38a989be727233b93ff059ac905bac685541,[887364001 864782001 889347002 817472004 879096001 857453007]
964f197ecac7e3a5fe7209719083c8869615195254ec679533c9f39b084e9eae,[883307001 816832011]
96a5abd57cf3d86fe3b3f46de2ab10c10a9cef833b81903f1e3da5f56561335e,[839332001 909911001 717490010 909912001 702368001]
970a7453cf05b5c61e946f5ebe6215a45a1f898e0f367e7e7ac1d7a50c28b932,[885231004 921266006]
973ed5bbaafd4c9ee9ff6ae5979d43b57cbfb2d1cd66df307349dabb48cdab54,[923037003 889460003 884345003]
973f7fba583d2f540e60f61852c840484a9d27519c7c7b2a5d14a1cbf32b35fb,[892558004 923037001 923037002]
9750a0d87c0587edc1debd4705fc461b332e24001d28420d34d4726d4bce9cd4,[685814003 685814006 929938002 929938002]
9796457b2890192fc95de0bf3ad691aeee1ea3b13b8db7ca545a42ee0318c7f4,[863595006]
9826edadc0bc7c9a2151e641dd2ad20abaf1037c254fa2781558f172d6c8ae8e,[878784006 914296001]
983975441dcb888192c06968cc4be6ef74e8c7b87379325a101de31a998fc125,[685813043 797988002 797988002]
983f87b67313ce5c2c217a25dc34036ac8bf70723d628e8792c8b4f38ae47d0b,[863595001 736870001 837249024]
986440e2fbd326e23634d21d5920e13e622aef1271300dc475fe399c74e03782,[847862003 830185001 847862002]
98c6f7470c2d13a609b9c2d286571b8977380ab198668a02b05f862985f87595,[697564010 516859007]
98ff6ad17f0b7b6848b455007ca64c3d4fcfea36137631a944c95544b861cab1,[702368013]
99139d48eb138d43d933ecdc2da52e887fc7c783c2fc5fa886db159dc7e23c00,[706016038 706016015 706016002 706016038 706016038]
992721ae9c7d89e82192ca938da18b60db19182076b28b8792d744d010f64a39,[751471043 648842002]
9a3c78c2de6ae592e000b3384df34126602bd90dc35a54dc7c046f1aec550e8a,"[893141002 751471038 730683062 893350002 912100003 903994002 677930037
 867969003 859136005 873276001 904584001 929745001 774113006 677930086
 908081003 918292001 905957001 863595004 751471001 456163090 905957007
 748566027 914441004 769748014]"
9aba3e4dac5a39e64469b48736d3562f165d82c6e8a9402607525d4737171c2b,[860833018 863583001 908081004 864216001 448509014 448509014 919365008]
9ac9268d61059f25cf0560d19dc7e44e4dca2368d59162af6ddceab6e697f5c3,[599580061]
9b1a39bad19964eacea4d4ae009c97d3e31c664105d62252d512165c25bc4b15,[818621004]
9b44288075c4957dc272c255e3fee239c875cb396abaa99e505df06d35ac4c45,[673677026 852746002 824997001 456163084 868134001]
9b6904c78eb05dc673a96b7a94af293c5152c99bc85b2209b127014ea14bf3e3,[867098005 933820002 940098002]
9c4a2df1293435a20706026eeb517abe253b27cd3b484c03591eb62a40cdb706,[827635001 827635001 827635001 827635001 827635001 827635001 827635001]
9c59c93adfe013c755b3cd2ab0c3ce5ebe496f9ec5d66eaeab579d392fb3910e,"[867969003 867969003 897189001 886557004 715624001 741040001 751471043
 751471043 850917001 897189003 677930066]"
9c61663e67f83065526fc24e7bdb4bb91eb7ddffc07b10ab4889530cf6044b2d,[920610001 920610001]
9c8fcb2255d5f03ebd984dfd85a3d16e3eac4243deeadcf01084f79e4f21b581,[926502001 624486001 860833022 624486028]
9d35323e9f520d0fea29994e39273e696e023ec2c25c17acc1e270cafd10f317,[677930023 852584001 852584001]
9da20f294f9af559270017d163aa206592ed27f700b169938f10ccea2301c042,[888248002]
9e2c12bd6fbb06da92fc1854481c3996ea7d20ca4ab208f460697c9bce9cfd52,[754238015 824208002 748566027]
9e4cbefb81cda3723dab253516e8d2a92783dd5408c1185f7561d176af702692,[879958001 879958001]
9f15d951a856a5060f4d0544f815016027e822a176878f3cd9aa7009efe35839,[685813042 685813001]
9f3f44f6194e98b6bcfc82b0d3799e21b1b44ec5a1015f7e18b9f12eb1caf388,"[874891006 863583001 919741001 897730004 903308001 863595002 936099001
 914805002]"
9f49a2cde79b212f153ec3c023adfede9517c7d12ab9a5eab4a59d5965eb25de,[871557002 842952002 866126002]
9f57bdc2d6c1979a528b31c19d4cea209cb381c2a0b6b5d2b773c25b18fc01b0,[909925004 910447001]
9f7a02f96d779118c761b1ca42820f563db00a38042475ef0cc8867707572d82,[456163086 699755081]
9fd2d26d70f94c7bfe96c1108a715caa35340009ef639b06ef5e7c6c88b45eea,[677930023 863595005]
a026f946862a10ddcdf0c4ee93e81eb359e0c915d3ead39bdd08163899984a2b,[908729001 915453002 894330003 860172005 916256005 622958016]
a09d789c38a9a91330a82da0ee767335d4202a8d90c7bca88017507b606085f8,[917434002 748582001]
a0c0da37914f214a14286d72b570c7fe33d7c84f9606df379be2316f0b85b7b2,[769748013 893133001]
a102c87afca9bb9eb66e46cdcf26de93089fb74746fc236e1562783a9d1d1129,[889621001 842360001]
a157ac07c45968d7c424bc8a00e84619074a8db9f81c74a4ec57b2d94484bed6,[911072001 810169018 902057002 811715001 775382001 764919001]
a16bd153bbdd5462cf5aa6e51dbfcc6630f38156e75662d94f2c38acc4860e78,"[859743004 341186001 473954014 880821001 915453002 859737003 877961005
 889540001 792515001 823956001]"
a18b740cf7d93abdd1e56196de1e9e6944dc6670bc776bdf9bef1d908e3749da,[910827001 801447001 802459007 579541086]
a1cec4ee05a9f1c84ee7e3857049d554addadced2e6fd5b885f2b5acbe97ee44,[456163086 803757005]
a1dd69da0a66bf55b40b34f893be388ed3c97479d40a58c146529e0809b4b7a7,[622966014]
a2289f7026777a6f26f155e82313eced8062d3b8b9daaa5fc015ab70e3be3cb8,[823359004 823359004 823359004]
a2519474426c624dcf0d51a0ab58a416fe1aef3ffa5a63ef0a4c1e1454df8c32,[850917003 872537002 889456002 892850001]
a28bc78cd6a277d5d7a293a71e4f5d1da1e1c44f0eff56644b448b2b9d2d26c9,"[914441006 746069001 904416002 717464002 881916002 886557004 706016053
 929599001 568601044]"
a2c7f84a3c8fca9f91f92d68eaeed97335ef52069b9da5e12891e2bc59d3d3c4,[874113005 772902010 911214001]
a36e623ffce33ab121e65713d654810c4e14cc153fc5b877cc4ff0df1771bf3d,[832997004 866383001]
a3eadc04755642ec9f54e6a52c6bee57587900770b667421c5bd47dbaa36522d,[916866001 911870001 906305001 883033001]
a40d932acd35b6386211214bca66e9322f3988a9d49fbccfeb9dc93d5359817d,[896152001 914868004]
a4a322f8f672fa5cb74875ab35d160ba696dc76de3369be7ccd6e0d7dd190cbc,"[293433002 814118012 870525003 870073004 870525004 906803001 888491001
 887553002 665542020 924368001 870073003 870525013]"
a4aea17fbf75aa50ca5334fb1862a83edcc00c88b8b6cfc4daf094f6c7a2fc8d,[762846027]
a4bb1e8197d1b2ec1176484412d71928c624431a580b99f7f8cfc75acb27c435,[907708001 918834001]
a5052d84942fde0055fc82aaacc61252842452a9c8ebdac83b311d2ad8f1a364,[858381002 885617002 876415003 839496002]
a55f4f5330e55fb050ee448b9f9dbf7882a5fa9b1c5d82cc91777db0639aada0,[700765001]
a5712b2d78a06c2873da0ff1c31879a1415bea3206696ca84ce80bf4327fb46b,[859808001 862970001 844451001]
a580a23fb956e462bfd298e2300859d58e5b8feee3b19bba80a9f09b3bc1c5cd,[748355018 715624001 881919002 869473003]
a5982c366a0c16802f3e754661788396036de5f1bb4f23ba5f08cb0626d8355c,[762331001 875728001]
a5bba1fb1c607b9490f7e2939a3ce510dd9e425b45ad4888ee4782a9741a8567,[872275001 872275001]
a5bdab024fb7c93151bdb8f5a920070e4925f94aad271115c15d0e9dee59641f,[578630031 578630025]
a60e9c999adfa66457d9023c398de026b996f3be0f747ed45998a484c93cef89,[854602005 673396002 903420001 818754004]
a6bb7d9ea257aea26d8a89de6e43148098bc8a27d63d1a22d4ced8eecbd00a61,[516859008]
a6cac36f6acc151edc9aca5d064dde17f5d3680de1365be7388aa6210b46cf38,[729860002 729860002 658298007]
a6e0191a9eda46c9ab6ae140e85ca910d8a77107f19a67c552e871cd0a943694,[845790006 767117001]
a7547ca22c46dcb7601601097f7ce874230770bf84827c74855a290f5add67fe,"[803757001 767032001 589896010 904801001 717490064 866455003 887681003
 677930066 717490010 677930077 794191003 805000001]"
a7cf13a3fc3ec7523d55e533f3f76d6c86025f4aeb7583243352cd28fe73af3e,[804992014]
a89ebd644593a3d9921ab489ddfd90b48f8598f3caaf7c368e92892d4dce5ee4,[685813003]
a8ba6aef425850897b4804b52b553246d91cc8073966aa917b525c865e112f56,[878190003]
a8c3cd74efd1ceccd17dd7ee81d14dcf1a0cd010974ad3b355828fafb7500d2b,[811871002 830365002 860585007 928719001 765308009]
a8cb38549f80da13390c4c1c8885eae4e252e51a820d77c37bf33d82e855fb04,[731616003]
a8fcd698a64f060dded92cfa5ae70b37a074a423053a964e6ed38807a5f76160,[456163086 777892001]
a9359cdfc97f4c2fa1e06b1b2d4308ecb1b1e50b601bf90786d728cdbfccfc34,[811993024 715828017 688326005]
aa08f951d4c067d09d2067310ae79217a728695606c0049405a00ddc0aeffc22,[909558001 759299001 906741002]
aa4fb8d3b93de20af37a4f4c7b450f355ce79c6dbd2d02c74c276279be0f2312,[559139018 884391002 811708002 872432001 454804011 878016001]
aa89d7e3d5928e1a06fd7ae3f9445f9c680a02aaa8e38ebafab625dda1a98296,[834063003 905070001 910568001 933802002 787946002]
ac3cb30e382c5ea29453af0c21ee483dfeee00b325d5f0a41b5b0720542f0e71,[685814048 685814003]
ac6d6340e4bccf87bde5660f3ed8d8ba798ba20190977f34bf402fa8211129f9,[671607001 671607001 297067002]
ac9cada2f10cdde1d3d13b7c668d07d75b1171abfb478a2636b96312208b6c4f,[821759001]
aca276a5f89d37d3dc5b1ed0a55a622b3ec02205e613c27ae780727b42ead310,[685814001]
ad1c2b47468c2bcbe488043f7152005c02a370ec56df6da6083316db7eb57ee3,"[861767001 861767002 861767002 832253002 855769003 568597006 479232009
 783346001 751471001 783346032 783346032]"
ad817020f58ef875e281c1b6ef052b73d9a22b5112f8b1b5834e667d2ae9250a,[918836001 896169002]
ada100d3e8513308afd7213261a4efeae171470875c8e07f02760409e2260238,[878190004 909869002 909869001]
add62e5bdeedb454f80c51a279599fcfb501b5d967937af0b64dbaaa163b4d03,[768921001 839899001]
ae11a7730d386200c49de6cf2e00e13ea91f6e39cee7e5f437bc114d90685ee0,[828991003 828991003]
ae3d29a818ab7e51ab3a8c418adcd8e6f0ed1b293077df024ea5e5f7b68f2249,[902999001 902999001]
ae56d341022c072a908bd25e6227abcca5d4098ab92d6d73e821d0289a09e851,[877137001 868874006 877137002]
ae7f7fa400aae1fc55e19c8f8b6d03dfd452df3ba07e69ba14fd6475b469ce4f,[621381001]
ae93b8ea36138f475f0141fb735fd9b2286b2395bf4bf2f607f5fdffaa2e4251,[738873012 874837006 874837001 874837008 874837011 873162002 738873016]
afb9759ead94bbd6b68ee14b3d96c1438d3687f754be5b785143a96277c1dea6,"[907188001 907188001 898694001 907121001 907121001 905945001 905945001
 925565003 925565003 893141002 898694002]"
afc9d6de6cbcdec2ab6a957f3fa0a92f5e7e7639604c2f3de53bd43e56ffb48f,[903824002 906226001 865929003 826498003]
afda5075b2d7227968b4e36c749e04acadd5a50b654326d1918262dd30477e39,[863595002 863595001 863595006 863595004]
b08085a4a907203499be5bb08cb79ae5e2826c172c1adabef34c551f8e751114,[694848010]
b0db5ae39118ba00da5bad76b2fb492755de4fbd692b077840ca01c4edb3c180,[867969003 867969007]
b10ed53263f27624c56679681eac1e4ea0d0b9888066e15ac0cd3ca8b080e9f6,[700701003]
b11328845003cec7799119419cc6c87aead0692889a3e5430ddbb69f136f70f8,[513699010 852584001 513699010 852584001 456163087 456163060]
b13533cf2acc429ed17a8b2ab3bbb21ddcce4869c4b5bb26f564082aec9d1ecf,[831939004]
b13d6920932ca1807e154a273ad86f908a14858796b112cc7a55a8d10134c493,[892558004 883307001 866387011]
b185f132c7e6ab0d85f70cc27fa87ebd68d509619aafe44398e1143882197603,[911214004 683001022]
b22b1340d28c0ecbdd4562cd087f51d4978294f568d2f91dc19a8d0373fde3f9,[621381014 621381016]
b25bc49f0dac67f1b45b3bde81e7fbd800c258efa611d7d521ff92b55b847f39,[912208001 918149001]
b27ec1b5b0c88d63f23c027d8afe116867a0d4d8fcfefbf876c2354de95b8e30,[883569002 493103035 493103034]
b2915986efb352a9a249177ab0dd8bf40edc88922e53dbbe1efa9324ed8de131,"[881916001 881916001 711053036 711053036 729928001 729928001 818754004
 818754004 777892001 777892001]"
b2c06500b41fafb6aea4b0d3be7628ae15eb2d3f73b097d581f07c7272b5f9d0,[861469002 789081002]
b2c68114a7a04ed157e0b477c63601befd271e3730f009b5737b54cf30fe38b4,[909081002]
b39032c7247a040b123639e4972829037766e386648a90e91e7715ba14ed52bc,[891630001 874754002]
b3b0c9be288a3376e339b9c79d90065706ff128283d2c8c7dbe0e48fd874cdf0,[823359004 906657001]
b3b725a1d03cd07d078df7eb3124433cbe5764fbbb38740a2448e473fea26eae,[237347063 682550002 237347059]
b3e15b7deff2213d2c8a51e655e0f92f5d486188c0633252fd62cd2cfdcf849b,[826492002 873884006 516903036 865926002 874754008 568808001 762796009]
b42320962579be2f436405055e339a931b1655cb1dabc40c3e5ed9e6de0f56ea,[748355018]
b454cff22beab2f987e2838e8616e8e1eaf6427997e49cb35b94dd07645c4779,[896161001 905957007 456163090]
b45b2b02d3e2e11d56d79b2202fc8daf65cf08bc90ac417e8886228e3cb26eef,[730683054 921298001]
